2021-08-31 15:52:25,903 INFO: {'Rotation': 0.0000, 'Motors': ('PWR','PWR','PWR','PWR'), 'Status': 'No Data Recieved.'}
2021-08-31 15:53:52,655 INFO: {'Rotation': 179.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:52,721 INFO: {'Rotation': 178.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:52,787 INFO: {'Rotation': 177.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:52,839 INFO: {'Rotation': 176.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:52,905 INFO: {'Rotation': 175.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:52,971 INFO: {'Rotation': 174.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,038 INFO: {'Rotation': 173.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,087 INFO: {'Rotation': 172.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,172 INFO: {'Rotation': 171.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,221 INFO: {'Rotation': 170.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,282 INFO: {'Rotation': 169.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,357 INFO: {'Rotation': 168.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,407 INFO: {'Rotation': 167.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,475 INFO: {'Rotation': 166.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,528 INFO: {'Rotation': 165.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,593 INFO: {'Rotation': 164.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,659 INFO: {'Rotation': 163.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,727 INFO: {'Rotation': 162.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,778 INFO: {'Rotation': 161.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,845 INFO: {'Rotation': 160.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,894 INFO: {'Rotation': 159.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:53,963 INFO: {'Rotation': 158.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,029 INFO: {'Rotation': 157.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,078 INFO: {'Rotation': 156.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,144 INFO: {'Rotation': 155.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,211 INFO: {'Rotation': 154.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,278 INFO: {'Rotation': 153.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,330 INFO: {'Rotation': 152.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,396 INFO: {'Rotation': 151.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,447 INFO: {'Rotation': 150.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,530 INFO: {'Rotation': 149.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,580 INFO: {'Rotation': 148.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,647 INFO: {'Rotation': 147.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,698 INFO: {'Rotation': 146.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,765 INFO: {'Rotation': 145.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,831 INFO: {'Rotation': 144.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,881 INFO: {'Rotation': 143.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:54,964 INFO: {'Rotation': 142.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,012 INFO: {'Rotation': 141.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,080 INFO: {'Rotation': 140.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,131 INFO: {'Rotation': 139.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,215 INFO: {'Rotation': 138.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,266 INFO: {'Rotation': 137.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,327 INFO: {'Rotation': 136.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,387 INFO: {'Rotation': 135.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,454 INFO: {'Rotation': 134.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,523 INFO: {'Rotation': 133.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,572 INFO: {'Rotation': 132.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,640 INFO: {'Rotation': 131.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,707 INFO: {'Rotation': 130.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,757 INFO: {'Rotation': 129.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,824 INFO: {'Rotation': 128.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,890 INFO: {'Rotation': 127.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:55,942 INFO: {'Rotation': 126.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,010 INFO: {'Rotation': 125.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,071 INFO: {'Rotation': 124.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,129 INFO: {'Rotation': 123.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,197 INFO: {'Rotation': 122.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,245 INFO: {'Rotation': 121.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,327 INFO: {'Rotation': 120.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,377 INFO: {'Rotation': 119.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,444 INFO: {'Rotation': 118.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,495 INFO: {'Rotation': 117.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,561 INFO: {'Rotation': 116.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,628 INFO: {'Rotation': 115.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,694 INFO: {'Rotation': 114.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,744 INFO: {'Rotation': 113.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,812 INFO: {'Rotation': 112.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,880 INFO: {'Rotation': 111.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:56,930 INFO: {'Rotation': 110.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,001 INFO: {'Rotation': 109.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,068 INFO: {'Rotation': 108.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,118 INFO: {'Rotation': 107.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,202 INFO: {'Rotation': 106.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,252 INFO: {'Rotation': 105.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,304 INFO: {'Rotation': 104.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,370 INFO: {'Rotation': 103.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,439 INFO: {'Rotation': 102.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,498 INFO: {'Rotation': 101.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,557 INFO: {'Rotation': 100.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,620 INFO: {'Rotation': 99.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,689 INFO: {'Rotation': 98.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,738 INFO: {'Rotation': 97.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,805 INFO: {'Rotation': 96.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,873 INFO: {'Rotation': 95.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,941 INFO: {'Rotation': 94.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:57,993 INFO: {'Rotation': 93.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,042 INFO: {'Rotation': 92.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,128 INFO: {'Rotation': 91.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,178 INFO: {'Rotation': 90.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,245 INFO: {'Rotation': 89.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,295 INFO: {'Rotation': 88.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,360 INFO: {'Rotation': 87.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,427 INFO: {'Rotation': 86.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,493 INFO: {'Rotation': 85.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,543 INFO: {'Rotation': 84.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,610 INFO: {'Rotation': 83.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,676 INFO: {'Rotation': 82.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,727 INFO: {'Rotation': 81.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,792 INFO: {'Rotation': 80.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,860 INFO: {'Rotation': 79.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,927 INFO: {'Rotation': 78.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:58,977 INFO: {'Rotation': 77.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,042 INFO: {'Rotation': 76.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,111 INFO: {'Rotation': 75.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,162 INFO: {'Rotation': 74.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,230 INFO: {'Rotation': 73.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,298 INFO: {'Rotation': 72.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,348 INFO: {'Rotation': 71.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,414 INFO: {'Rotation': 70.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,481 INFO: {'Rotation': 69.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,549 INFO: {'Rotation': 68.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,599 INFO: {'Rotation': 67.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,666 INFO: {'Rotation': 66.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,732 INFO: {'Rotation': 65.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,782 INFO: {'Rotation': 64.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,851 INFO: {'Rotation': 63.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,918 INFO: {'Rotation': 62.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:53:59,984 INFO: {'Rotation': 61.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,033 INFO: {'Rotation': 60.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,103 INFO: {'Rotation': 59.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,170 INFO: {'Rotation': 58.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,220 INFO: {'Rotation': 57.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,288 INFO: {'Rotation': 56.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,339 INFO: {'Rotation': 55.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,406 INFO: {'Rotation': 54.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,473 INFO: {'Rotation': 53.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,540 INFO: {'Rotation': 52.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,589 INFO: {'Rotation': 51.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,657 INFO: {'Rotation': 50.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,724 INFO: {'Rotation': 49.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,774 INFO: {'Rotation': 48.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,843 INFO: {'Rotation': 47.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,907 INFO: {'Rotation': 46.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:00,957 INFO: {'Rotation': 45.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,023 INFO: {'Rotation': 44.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,093 INFO: {'Rotation': 43.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,160 INFO: {'Rotation': 42.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,206 INFO: {'Rotation': 41.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,279 INFO: {'Rotation': 40.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,332 INFO: {'Rotation': 39.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,400 INFO: {'Rotation': 38.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,466 INFO: {'Rotation': 37.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,535 INFO: {'Rotation': 36.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,583 INFO: {'Rotation': 35.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,651 INFO: {'Rotation': 34.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,710 INFO: {'Rotation': 33.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,769 INFO: {'Rotation': 32.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,838 INFO: {'Rotation': 31.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,903 INFO: {'Rotation': 30.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:01,955 INFO: {'Rotation': 29.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,021 INFO: {'Rotation': 28.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,088 INFO: {'Rotation': 27.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,139 INFO: {'Rotation': 26.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,206 INFO: {'Rotation': 25.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,272 INFO: {'Rotation': 24.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,337 INFO: {'Rotation': 23.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,388 INFO: {'Rotation': 22.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,455 INFO: {'Rotation': 21.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,523 INFO: {'Rotation': 20.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,572 INFO: {'Rotation': 19.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,656 INFO: {'Rotation': 18.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,705 INFO: {'Rotation': 17.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,771 INFO: {'Rotation': 16.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,821 INFO: {'Rotation': 15.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,891 INFO: {'Rotation': 14.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:02,955 INFO: {'Rotation': 13.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,023 INFO: {'Rotation': 12.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,074 INFO: {'Rotation': 11.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,156 INFO: {'Rotation': 10.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,206 INFO: {'Rotation': 9.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,256 INFO: {'Rotation': 8.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,322 INFO: {'Rotation': 7.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,387 INFO: {'Rotation': 6.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,453 INFO: {'Rotation': 5.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,522 INFO: {'Rotation': 4.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,571 INFO: {'Rotation': 3.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,638 INFO: {'Rotation': 2.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,704 INFO: {'Rotation': 1.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:03,771 INFO: {'Rotation': 0.0000, 'Motors': (-1.0,1.0,-1.0,1.0), 'Status': 'Running Test 2...'}
2021-08-31 15:54:04,343 INFO: {'Rotation': 302.0826, 'Motors': (0.1,0.8,0.0,0.2), 'Status': 'Running Test 3...'}
2021-08-31 15:54:04,861 INFO: {'Rotation': 29.1661, 'Motors': (0.1,0.7,0.5,0.8), 'Status': 'Running Test 3...'}
2021-08-31 15:54:05,366 INFO: {'Rotation': 7.6639, 'Motors': (0.1,0.2,0.7,0.1), 'Status': 'Running Test 3...'}
2021-08-31 15:54:05,873 INFO: {'Rotation': 288.9097, 'Motors': (0.9,0.8,0.7,0.8), 'Status': 'Running Test 3...'}
2021-08-31 15:54:06,394 INFO: {'Rotation': 0.0000, 'Motors': (0.0,0.0,0.0,0.0), 'Status': 'Tests Complete!'}
